id,province,provinceEn,district,districtEn,subdistrict,subdistrictEn,postalCode,provinceSlug,districtSlug,subdistrictSlug
185,กรุงเทพมหานคร,Bangkok,ภาษีเจริญ,Phasi Charoen,บางแวก,Bang Waek,10160,bangkok,phasi-charoen,bang-waek
186,กรุงเทพมหานคร,Bangkok,ภาษีเจริญ,Phasi Charoen,บางหว้า,Bang Wa,10160,bangkok,phasi-charoen,bang-wa
187,กรุงเทพมหานคร,Bangkok,ภาษีเจริญ,Phasi Charoen,ปากคลองภาษีเจริญ,Pak Khlong Phasi Charoen,10160,bangkok,phasi-charoen,pak-khlong-phasi-charoen
188,กรุงเทพมหานคร,Bangkok,มีนบุรี,Min Buri,มีนบุรี,Min Buri,10510,bangkok,min-buri,min-buri
189,กรุงเทพมหานคร,Bangkok,มีนบุรี,Min Buri,แสนแสบ,Saen Saep,10510,bangkok,min-buri,saen-saep
190,กรุงเทพมหานคร,Bangkok,ยานนาวา,Yan Nawa,ช่องนนทรี,Chong Nonsi,10120,bangkok,yan-nawa,chong-nonsi
191,กรุงเทพมหานคร,Bangkok,ยานนาวา,Yan Nawa,บางโพงพาง,Bang Phongphang,10120,bangkok,yan-nawa,bang-phongphang
192,กรุงเทพมหานคร,Bangkok,ราชเทวี,Ratchathewi,ถนนพญาไท,Thanon Phaya Thai,10400,bangkok,ratchathewi,thanon-phaya-thai
193,กรุงเทพมหานคร,Bangkok,ราชเทวี,Ratchathewi,ถนนเพชรบุรี,Thanon Phetchaburi,10400,bangkok,ratchathewi,thanon-phetchaburi
194,กรุงเทพมหานคร,Bangkok,ราชเทวี,Ratchathewi,ทุ่งพญาไท,Thung Phaya Thai,10400,bangkok,ratchathewi,thung-phaya-thai
195,กรุงเทพมหานคร,Bangkok,ราชเทวี,Ratchathewi,มักกะสัน,Makkasan,10400,bangkok,ratchathewi,makkasan
196,กรุงเทพมหานคร,Bangkok,ราษฎร์บูรณะ,Rat Burana,บางปะกอก,Bang Pa Kok,10140,bangkok,rat-burana,bang-pa-kok
197,กรุงเทพมหานคร,Bangkok,ราษฎร์บูรณะ,Rat Burana,ราษฎร์บูรณะ,Rat Burana,10140,bangkok,rat-burana,rat-burana
198,กรุงเทพมหานคร,Bangkok,ลาดกระบัง,Lat Krabang,ขุมทอง,Khum Thong,10520,bangkok,lat-krabang,khum-thong
199,กรุงเทพมหานคร,Bangkok,ลาดกระบัง,Lat Krabang,คลองสองต้นนุ่น,Khlong Song Ton Nun,10520,bangkok,lat-krabang,khlong-song-ton-nun
200,กรุงเทพมหานคร,Bangkok,ลาดกระบัง,Lat Krabang,คลองสามประเวศ,Khlong Sam Prawet,10520,bangkok,lat-krabang,khlong-sam-prawet
201,กรุงเทพมหานคร,Bangkok,ลาดกระบัง,Lat Krabang,ทับยาว,Thap Yao,10520,bangkok,lat-krabang,thap-yao
202,กรุงเทพมหานคร,Bangkok,ลาดกระบัง,Lat Krabang,ลาดกระบัง,Lat Krabang,10520,bangkok,lat-krabang,lat-krabang
203,กรุงเทพมหานคร,Bangkok,ลาดกระบัง,Lat Krabang,ลำปลาทิว,Lam Pla Thio,10520,bangkok,lat-krabang,lam-pla-thio
204,กรุงเทพมหานคร,Bangkok,ลาดพร้าว,Lat Phrao,จรเข้บัว,Chorakhe Bua,10230,bangkok,lat-phrao,chorakhe-bua
205,กรุงเทพมหานคร,Bangkok,ลาดพร้าว,Lat Phrao,ลาดพร้าว,Lat Phrao,10230,bangkok,lat-phrao,lat-phrao
206,กรุงเทพมหานคร,Bangkok,วังทองหลาง,Wang Thonglang,คลองเจ้าคุณสิงห์,Khlong Chao Khun Sing,10310,bangkok,wang-thonglang,khlong-chao-khun-sing
207,กรุงเทพมหานคร,Bangkok,วังทองหลาง,Wang Thonglang,พลับพลา,Phlapphla,10310,bangkok,wang-thonglang,phlapphla
208,กรุงเทพมหานคร,Bangkok,วังทองหลาง,Wang Thonglang,วังทองหลาง,Wang Thonglang,10310,bangkok,wang-thonglang,wang-thonglang
209,กรุงเทพมหานคร,Bangkok,วังทองหลาง,Wang Thonglang,สะพานสอง,Saphan Song,10310,bangkok,wang-thonglang,saphan-song
210,กรุงเทพมหานคร,Bangkok,วัฒนา,Vadhana,คลองตันเหนือ,Khlong Tan Nuea,10110,bangkok,vadhana,khlong-tan-nuea
211,กรุงเทพมหานคร,Bangkok,วัฒนา,Vadhana,คลองเตยเหนือ,Khlong Toei Nuea,10110,bangkok,vadhana,khlong-toei-nuea
212,กรุงเทพมหานคร,Bangkok,วัฒนา,Vadhana,พระโขนงเหนือ,Phra Khanong Nuea,10110,bangkok,vadhana,phra-khanong-nuea
213,กรุงเทพมหานคร,Bangkok,วัฒนา,Vadhana,พระโขนงเหนือ,Phra Khanong Nuea,10260,bangkok,vadhana,phra-khanong-nuea
214,กรุงเทพมหานคร,Bangkok,สวนหลวง,Suan Luang,พัฒนาการ,Phatthanakan,10250,bangkok,suan-luang,phatthanakan
215,กรุงเทพมหานคร,Bangkok,สวนหลวง,Suan Luang,สวนหลวง,Suan Luang,10250,bangkok,suan-luang,suan-luang
216,กรุงเทพมหานคร,Bangkok,สวนหลวง,Suan Luang,อ่อนนุช,On Nut,10250,bangkok,suan-luang,on-nut
217,กรุงเทพมหานคร,Bangkok,สะพานสูง,Saphan Sung,ทับช้าง,Thap Chang,10250,bangkok,saphan-sung,thap-chang
218,กรุงเทพมหานคร,Bangkok,สะพานสูง,Saphan Sung,ราษฎร์พัฒนา,Rat Phatthana,10240,bangkok,saphan-sung,rat-phatthana
219,กรุงเทพมหานคร,Bangkok,สะพานสูง,Saphan Sung,สะพานสูง,Saphan Sung,10240,bangkok,saphan-sung,saphan-sung
220,กรุงเทพมหานคร,Bangkok,สะพานสูง,Saphan Sung,สะพานสูง,Saphan Sung,10250,bangkok,saphan-sung,saphan-sung
221,กรุงเทพมหานคร,Bangkok,สัมพันธวงศ์,Samphanthawong,จักรวรรดิ,Chakkrawat,10100,bangkok,samphanthawong,chakkrawat
222,กรุงเทพมหานคร,Bangkok,สัมพันธวงศ์,Samphanthawong,ตลาดน้อย,Talat Noi,10100,bangkok,samphanthawong,talat-noi
223,กรุงเทพมหานคร,Bangkok,สัมพันธวงศ์,Samphanthawong,สัมพันธวงศ์,Samphanthawong,10100,bangkok,samphanthawong,samphanthawong
224,กรุงเทพมหานคร,Bangkok,สาทร,Sathon,ทุ่งมหาเมฆ,Thung Maha Mek,10120,bangkok,sathon,thung-maha-mek
225,กรุงเทพมหานคร,Bangkok,สาทร,Sathon,ทุ่งวัดดอน,Thung Wat Don,10120,bangkok,sathon,thung-wat-don
226,กรุงเทพมหานคร,Bangkok,สาทร,Sathon,ยานนาวา,Yan Nawa,10120,bangkok,sathon,yan-nawa
227,กรุงเทพมหานคร,Bangkok,สายไหม,Sai Mai,คลองถนน,Khlong Thanon,10220,bangkok,sai-mai,khlong-thanon
228,กรุงเทพมหานคร,Bangkok,สายไหม,Sai Mai,สายไหม,Sai Mai,10220,bangkok,sai-mai,sai-mai
229,กรุงเทพมหานคร,Bangkok,สายไหม,Sai Mai,ออเงิน,O Ngoen,10220,bangkok,sai-mai,o-ngoen
230,กรุงเทพมหานคร,Bangkok,หนองแขม,Nong Khaem,หนองแขม,Nong Khaem,10160,bangkok,nong-khaem,nong-khaem
231,กรุงเทพมหานคร,Bangkok,หนองแขม,Nong Khaem,หนองค้างพลู,Nong Khang Phlu,10160,bangkok,nong-khaem,nong-khang-phlu
232,กรุงเทพมหานคร,Bangkok,หนองจอก,Nong Chok,กระทุ่มราย,Krathum Rai,10530,bangkok,nong-chok,krathum-rai
233,กรุงเทพมหานคร,Bangkok,หนองจอก,Nong Chok,คลองสิบ,Khlong Sip,10530,bangkok,nong-chok,khlong-sip
234,กรุงเทพมหานคร,Bangkok,หนองจอก,Nong Chok,คลองสิบสอง,Khlong Sip Song,10530,bangkok,nong-chok,khlong-sip-song
235,กรุงเทพมหานคร,Bangkok,หนองจอก,Nong Chok,คู้ฝั่งเหนือ,Khu Fang Nuea,10530,bangkok,nong-chok,khu-fang-nuea
236,กรุงเทพมหานคร,Bangkok,หนองจอก,Nong Chok,โคกแฝด,Khok Faet,10530,bangkok,nong-chok,khok-faet
237,กรุงเทพมหานคร,Bangkok,หนองจอก,Nong Chok,ลำต้อยติ่ง,Lam Toiting,10530,bangkok,nong-chok,lam-toiting
238,กรุงเทพมหานคร,Bangkok,หนองจอก,Nong Chok,ลำผักชี,Lam Phak Chi,10530,bangkok,nong-chok,lam-phak-chi
239,กรุงเทพมหานคร,Bangkok,หนองจอก,Nong Chok,หนองจอก,Nong Chok,10530,bangkok,nong-chok,nong-chok
240,กรุงเทพมหานคร,Bangkok,หลักสี่,Lak Si,ตลาดบางเขน,Talat Bang Khen,10210,bangkok,lak-si,talat-bang-khen
241,กรุงเทพมหานคร,Bangkok,หลักสี่,Lak Si,ทุ่งสองห้อง,Thung Song Hong,10210,bangkok,lak-si,thung-song-hong
242,กรุงเทพมหานคร,Bangkok,ห้วยขวาง,Huai Khwang,บางกะปิ,Bang Kapi,10310,bangkok,huai-khwang,bang-kapi
243,กรุงเทพมหานคร,Bangkok,ห้วยขวาง,Huai Khwang,สามเสนนอก,Sam Sen Nok,10310,bangkok,huai-khwang,sam-sen-nok
244,กรุงเทพมหานคร,Bangkok,ห้วยขวาง,Huai Khwang,ห้วยขวาง,Huai Khwang,10310,bangkok,huai-khwang,huai-khwang
245,กาญจนบุรี,Kanchanaburi,ด่านมะขามเตี้ย,Dan Makham Tia,กลอนโด,Klon Do,71260,kanchanaburi,dan-makham-tia,klon-do
246,กาญจนบุรี,Kanchanaburi,ด่านมะขามเตี้ย,Dan Makham Tia,จรเข้เผือก,Chorakhe Phueak,71260,kanchanaburi,dan-makham-tia,chorakhe-phueak
247,กาญจนบุรี,Kanchanaburi,ด่านมะขามเตี้ย,Dan Makham Tia,ด่านมะขามเตี้ย,Dan Makham Tia,71260,kanchanaburi,dan-makham-tia,dan-makham-tia
248,กาญจนบุรี,Kanchanaburi,ด่านมะขามเตี้ย,Dan Makham Tia,หนองไผ่,Nong Phai,71260,kanchanaburi,dan-makham-tia,nong-phai
249,กาญจนบุรี,Kanchanaburi,ทองผาภูมิ,Thong Pha Phum,ชะแล,Chalae,71180,kanchanaburi,thong-pha-phum,chalae
250,กาญจนบุรี,Kanchanaburi,ทองผาภูมิ,Thong Pha Phum,ท่าขนุน,Tha Khanun,71180,kanchanaburi,thong-pha-phum,tha-khanun
251,กาญจนบุรี,Kanchanaburi,ทองผาภูมิ,Thong Pha Phum,ปิล๊อก,Pilok,71180,kanchanaburi,thong-pha-phum,pilok
252,กาญจนบุรี,Kanchanaburi,ทองผาภูมิ,Thong Pha Phum,ลิ่นถิ่น,Linthin,71180,kanchanaburi,thong-pha-phum,linthin
253,กาญจนบุรี,Kanchanaburi,ทองผาภูมิ,Thong Pha Phum,สหกรณ์นิคม,Sahakon Nikhom,71180,kanchanaburi,thong-pha-phum,sahakon-nikhom
254,กาญจนบุรี,Kanchanaburi,ทองผาภูมิ,Thong Pha Phum,ห้วยเขย่ง,Huai Khayeng,71180,kanchanaburi,thong-pha-phum,huai-khayeng
255,กาญจนบุรี,Kanchanaburi,ทองผาภูมิ,Thong Pha Phum,หินดาด,Hin Dat,71180,kanchanaburi,thong-pha-phum,hin-dat
256,กาญจนบุรี,Kanchanaburi,ท่าม่วง,Tha Muang,เขาน้อย,Khao Noi,71110,kanchanaburi,tha-muang,khao-noi
257,กาญจนบุรี,Kanchanaburi,ท่าม่วง,Tha Muang,ท่าตะคร้อ,Tha Takro,71130,kanchanaburi,tha-muang,tha-takro
258,กาญจนบุรี,Kanchanaburi,ท่าม่วง,Tha Muang,ท่าม่วง,Tha Muang,71110,kanchanaburi,tha-muang,tha-muang
259,กาญจนบุรี,Kanchanaburi,ท่าม่วง,Tha Muang,ท่าล้อ,Tha Lo,71000,kanchanaburi,tha-muang,tha-lo
260,กาญจนบุรี,Kanchanaburi,ท่าม่วง,Tha Muang,ท่าล้อ,Tha Lo,71110,kanchanaburi,tha-muang,tha-lo
261,กาญจนบุรี,Kanchanaburi,ท่าม่วง,Tha Muang,ทุ่งทอง,Thung Thong,71110,kanchanaburi,tha-muang,thung-thong
262,กาญจนบุรี,Kanchanaburi,ท่าม่วง,Tha Muang,บ้านใหม่,Ban Mai,71110,kanchanaburi,tha-muang,ban-mai
263,กาญจนบุรี,Kanchanaburi,ท่าม่วง,Tha Muang,พังตรุ,Phang Tru,71110,kanchanaburi,tha-muang,phang-tru
264,กาญจนบุรี,Kanchanaburi,ท่าม่วง,Tha Muang,ม่วงชุม,Muang Chum,71110,kanchanaburi,tha-muang,muang-chum
265,กาญจนบุรี,Kanchanaburi,ท่าม่วง,Tha Muang,รางสาลี่,Rang Sali,71110,kanchanaburi,tha-muang,rang-sali
266,กาญจนบุรี,Kanchanaburi,ท่าม่วง,Tha Muang,วังขนาย,Wang Khanai,71110,kanchanaburi,tha-muang,wang-khanai
267,กาญจนบุรี,Kanchanaburi,ท่าม่วง,Tha Muang,วังศาลา,Wang Sala,71110,kanchanaburi,tha-muang,wang-sala
268,กาญจนบุรี,Kanchanaburi,ท่าม่วง,Tha Muang,วังศาลา,Wang Sala,71130,kanchanaburi,tha-muang,wang-sala
269,กาญจนบุรี,Kanchanaburi,ท่าม่วง,Tha Muang,หนองขาว,Nong Khao,71110,kanchanaburi,tha-muang,nong-khao
270,กาญจนบุรี,Kanchanaburi,ท่าม่วง,Tha Muang,หนองตากยา,Nong Tak Ya,71110,kanchanaburi,tha-muang,nong-tak-ya
271,กาญจนบุรี,Kanchanaburi,ท่ามะกา,Tha Maka,เขาสามสิบหาบ,Khao Sam Sip Hap,71120,kanchanaburi,tha-maka,khao-sam-sip-hap
272,กาญจนบุรี,Kanchanaburi,ท่ามะกา,Tha Maka,โคกตะบอง,Khok Tabong,71120,kanchanaburi,tha-maka,khok-tabong
273,กาญจนบุรี,Kanchanaburi,ท่ามะกา,Tha Maka,ดอนขมิ้น,Don Khamin,71120,kanchanaburi,tha-maka,don-khamin
274,กาญจนบุรี,Kanchanaburi,ท่ามะกา,Tha Maka,ดอนชะเอม,Don Cha-em,71130,kanchanaburi,tha-maka,don-cha-em
275,กาญจนบุรี,Kanchanaburi,ท่ามะกา,Tha Maka,ตะคร้ำเอน,Takhram En,71130,kanchanaburi,tha-maka,takhram-en
276,กาญจนบุรี,Kanchanaburi,ท่ามะกา,Tha Maka,ท่ามะกา,Tha Maka,71120,kanchanaburi,tha-maka,tha-maka
277,กาญจนบุรี,Kanchanaburi,ท่ามะกา,Tha Maka,ท่าไม้,Tha Mai,71120,kanchanaburi,tha-maka,tha-mai
278,กาญจนบุรี,Kanchanaburi,ท่ามะกา,Tha Maka,ท่าเรือ,Tha Ruea,71130,kanchanaburi,tha-maka,tha-ruea
279,กาญจนบุรี,Kanchanaburi,ท่ามะกา,Tha Maka,ท่าเสา,Tha Sao,71120,kanchanaburi,tha-maka,tha-sao
280,กาญจนบุรี,Kanchanaburi,ท่ามะกา,Tha Maka,พงตึก,Phong Tuek,71120,kanchanaburi,tha-maka,phong-tuek
281,กาญจนบุรี,Kanchanaburi,ท่ามะกา,Tha Maka,พระแท่น,Phra Thaen,71130,kanchanaburi,tha-maka,phra-thaen
282,กาญจนบุรี,Kanchanaburi,ท่ามะกา,Tha Maka,ยางม่วง,Yang Muang,71120,kanchanaburi,tha-maka,yang-muang
283,กาญจนบุรี,Kanchanaburi,ท่ามะกา,Tha Maka,สนามแย้,Sanam Yae,70190,kanchanaburi,tha-maka,sanam-yae
284,กาญจนบุรี,Kanchanaburi,ท่ามะกา,Tha Maka,แสนตอ,Saen To,71130,kanchanaburi,tha-maka,saen-to
285,กาญจนบุรี,Kanchanaburi,ท่ามะกา,Tha Maka,หนองลาน,Nong lan,71130,kanchanaburi,tha-maka,nong-lan
286,กาญจนบุรี,Kanchanaburi,ท่ามะกา,Tha Maka,หวายเหนียว,Wai Niao,71120,kanchanaburi,tha-maka,wai-niao
287,กาญจนบุรี,Kanchanaburi,ท่ามะกา,Tha Maka,อุโลกสี่หมื่น,Ulok Si Muen,71130,kanchanaburi,tha-maka,ulok-si-muen
